food_id,food_name,food_name_display,aliases,category,subcategory,region,state,vegetarian_status,serving_size_g,calories_per_100g,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,preparation_variant,is_verified,data_source,created_at,updated_at
food_737a7644,ghujia/lavang latika,Ghujia/Lavang latika,[],,,,,Veg,150.0,512.6533333333333,768.98,1.86,13.0,78.93,0.52,6.08,3.28,normal,True,Master Food Database,,
food_da0e675f,gin,Gin,[],Beverage,,,,Veg,250.0,28.000000000000004,70.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,True,Master Food Database,,
food_ce5bedb9,gin & tonic,Gin & Tonic,[],Beverage,,,,Veg,250.0,68.0,170.0,0.0,13.0,0.0,0.0,13.0,2.0,normal,True,Master Food Database,,
food_b1769eb3,ginger ale,Ginger Ale,[],Beverage,,,,Veg,250.0,49.6,124.0,0.0,32.0,0.0,0.0,31.0,40.0,normal,True,Master Food Database,,
food_6b45457d,ginger biscuit,Ginger biscuit,['Adarak ke biscuit'],,,,,Veg,150.0,278.6066666666667,417.91,5.98,58.44,18.31,1.49,27.06,79.68,normal,True,Master Food Database,,
food_e1190443,ginger bread man,Ginger bread man,[],,,,,Veg,80.0,456.25,365.0,6.61,60.26,11.01,1.6,29.12,477.99,normal,True,Master Food Database,,
food_7ffcd147,ginger candy,Ginger candy,['Adrak ki candy'],,,,,Veg,150.0,130.47333333333333,195.71,0.69,50.38,0.27,1.67,47.99,5.4,normal,True,Master Food Database,,
food_743f963e,ginger chicken,Ginger chicken,[],,,,,Non-Veg,150.0,86.11333333333332,129.17,8.24,5.6,8.24,1.21,1.95,365.86,normal,True,Master Food Database,,
food_bd4bf7e3,gingerman biscuit,Gingerman biscuit,[],,,,,Veg,150.0,238.28666666666666,357.43,6.26,55.24,12.73,2.0,21.64,918.57,normal,True,Master Food Database,,
food_c39058dc,gingo,Gingo,[],,,,,Veg,150.0,32.013333333333335,48.02,0.14,12.42,0.06,0.17,12.08,21.5,normal,True,Master Food Database,,
food_731b62d1,glace icing,Glace icing,[],,,,,Veg,150.0,215.67333333333335,323.51,0.01,86.31,0.01,0.0,85.35,9.88,normal,True,Master Food Database,,
food_f637d40e,gnocchi,Gnocchi,[],Meal/Pasta,,,,Veg,150.0,140.0,210.0,4.5,45.0,1.5,3.0,2.0,480.0,normal,True,Master Food Database,,
food_26ab97f1,gnocchi alla sorrentina,Gnocchi alla Sorrentina,[],Meal/Pasta,,,,Veg,150.0,300.0,450.0,15.0,60.0,18.0,6.0,9.0,800.0,normal,True,Master Food Database,,
food_d961a46d,goan fish curry,Goan Fish Curry,[],Fish,,,Goa,Non-Veg,180.0,133.3,240.0,33.0,0.0,13.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_e1c815c2,goan prawn curry,Goan Prawn Curry,[],Seafood,,,Goa,Non-Veg,180.0,122.2,220.0,30.0,1.0,11.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_9e5f0553,goat cheese,Goat Cheese,[],Dairy,,,,Veg,150.0,68.66666666666667,103.0,6.1,0.1,8.5,0.0,0.1,146.0,normal,True,Master Food Database,,
food_24d85a88,gobhi matar,Gobhi Matar,[],Vegetable,,North India,,Veg,150.0,86.7,130.0,4.0,15.0,5.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_8ea54dfa,gobi 65,Gobi 65,[],,,,,Veg,150.0,185.52666666666667,278.29,0.56,3.59,29.11,0.57,0.29,69.22,normal,True,Master Food Database,,
food_b1808540,gochugaru,Gochugaru,[],Condiment,,,,Veg,30.0,33.33333333333333,10.0,0.3,1.8,0.3,0.5,0.3,1.0,normal,True,Master Food Database,,
food_d800062c,gochujang,Gochujang,[],Condiment,,,,Veg,30.0,100.0,30.0,0.5,6.0,0.0,0.5,4.0,200.0,normal,True,Master Food Database,,
food_f0eb5d1c,goja,Goja,[],Sweet,,East India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_39707ddd,goli bajje,Goli Bajje,[],Snack,,South India,,Veg,100.0,280.0,280.0,6.0,32.0,14.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_17319160,golichina mamsam,Golichina Mamsam,[],Meat,,South India,,Non-Veg,180.0,194.4,350.0,32.0,8.0,25.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_912d5d2e,gongura pachadi,Gongura Pachadi,[],Chutney,,,Andhra Pradesh,Veg,50.0,200.0,100.0,2.0,8.0,6.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_a95562bb,gooseberry chutney,Gooseberry chutney,['Amla chutney'],,,,,Veg,50.0,86.04,43.02,1.44,8.83,0.62,4.58,0.06,215.09,normal,True,Master Food Database,,
food_bbe2e8b7,gooseberry marmalade,Gooseberry marmalade,['Amla murabba'],,,,,Veg,150.0,82.10666666666665,123.16,0.14,32.34,0.03,0.0,28.61,216.89,normal,True,Master Food Database,,
food_dc959024,gooseberry pickle,Gooseberry pickle,['Amla ka achaar'],,,,,Veg,30.0,928.5999999999999,278.58,1.55,7.61,27.61,3.7,0.36,86.38,normal,True,Master Food Database,,
food_f4e986ca,gorgonzola cheese,Gorgonzola Cheese,[],Dairy,,,,Veg,150.0,66.66666666666666,100.0,6.0,0.7,8.0,0.0,0.1,325.0,normal,True,Master Food Database,,
food_86743b63,graham cracker,Graham Cracker,[],Grain/Processed,,,,Veg,150.0,40.0,60.0,1.0,11.0,1.5,0.5,4.0,70.0,normal,True,Master Food Database,,
food_58132954,gram flour and semolina chilla/cheela/savory pancake,Gram flour and semolina chilla/cheela/savory pancake,['Besan suji chilla/cheela'],,,,,Veg,150.0,505.9266666666667,758.89,2.08,7.63,80.04,1.39,0.25,74.88,normal,True,Master Food Database,,
food_78861563,gram flour and semolina dhokla,Gram flour and semolina dhokla,['Besan suji dhokla'],,,,,Veg,150.0,132.60666666666668,198.91,8.52,25.92,7.1,4.59,2.58,196.59,normal,True,Master Food Database,,
food_22d3b4b6,gram flour burfi,Gram flour burfi,['Besan burfi'],,,,,Veg,150.0,281.1933333333334,421.79,11.19,46.59,22.41,3.41,28.44,13.02,normal,True,Master Food Database,,
food_08021a4d,gram flour chilla/cheela,Gram flour chilla/cheela,['Besan chilla/cheela'],,,,,Veg,150.0,90.62,135.93,7.8,21.03,2.85,4.25,1.87,135.57,normal,True,Master Food Database,,
food_b8aed78f,gram flour halwa,Gram flour halwa,['Besan halwa'],,,,,Veg,150.0,184.52666666666667,276.79,5.88,25.78,17.3,1.82,15.83,15.4,normal,True,Master Food Database,,
food_91580ac1,gram flour ladoo,Gram flour ladoo,['Besan ladoo'],,,,,Veg,150.0,317.94,476.91,8.93,62.61,22.76,4.43,37.76,5.48,normal,True,Master Food Database,,
food_ed239900,gram flour poori,Gram flour poori,['Besan poori'],,,,,Veg,150.0,465.1066666666666,697.66,2.59,10.93,71.51,1.94,0.35,58.33,normal,True,Master Food Database,,
food_71e3c324,granola,Granola,[],Grain,,,,Veg,150.0,80.0,120.0,3.0,15.0,6.0,3.0,7.0,20.0,normal,True,Master Food Database,,
food_5fd4f2f1,grape and orange whip,Grape and orange whip,[],,,,,Veg,150.0,38.26,57.39,1.41,6.72,2.62,0.97,5.66,14.36,normal,True,Master Food Database,,
food_c7a6104b,grapefruit,Grapefruit,[],Fruit,,,,Veg,150.0,34.66666666666667,52.0,1.1,13.2,0.2,2.0,8.5,0.0,normal,True,Master Food Database,,
food_6eee669d,grapes,Grapes,[],Fruit,,,,Veg,150.0,69.33333333333334,104.0,1.1,27.0,0.2,1.4,23.0,3.0,normal,True,Master Food Database,,
food_a175036f,grapes raita,Grapes raita,['Angoor ka raita'],,,,,Veg,150.0,48.39333333333334,72.59,3.98,9.66,2.07,0.71,8.51,135.64,normal,True,Master Food Database,,
food_32b3f004,gravy for kofta,Gravy for kofta,[],,,,,Veg,150.0,83.72666666666667,125.59,1.75,6.31,10.35,1.96,3.73,312.86,normal,True,Master Food Database,,
food_b6d64ae8,greek yogurt,Greek Yogurt,[],Dairy,,,,Veg,150.0,100.0,150.0,25.0,8.0,3.0,0.0,7.0,85.0,normal,True,Master Food Database,,
food_b28afe31,green beans,Green Beans,[],Vegetable,,,,Veg,150.0,15.333333333333334,23.0,1.35,5.25,0.15000000000000002,2.0,3.3,6.0,normal,True,Master Food Database,,
food_424e3730,green chickpeas pulao,Green chickpeas pulao,['Choliya pulao/Hare chane ka pulao'],,,,,Veg,250.0,69.372,173.43,4.88,27.57,4.82,3.15,2.48,170.05,normal,True,Master Food Database,,
food_b23cbef4,green chilli raita,Green chilli raita,['Hari mirch ka raita'],,,,,Veg,150.0,51.42,77.13,5.58,7.66,2.92,0.26,7.49,161.31,normal,True,Master Food Database,,
food_f706cfd9,green chilli sauce,Green chilli sauce,[],,,,,Veg,150.0,30.706666666666667,46.06,1.25,7.36,0.27,1.77,5.36,1037.04,normal,True,Master Food Database,,
food_6a627001,green chutney,Green chutney,[],,,,,Veg,50.0,158.84,79.42,5.42,10.01,1.6,5.84,0.92,262.81,normal,True,Master Food Database,,
food_54e0069b,green curry paste,Green Curry Paste,[],Condiment,,,,Veg,200.0,15.0,30.0,0.5,2.0,2.5,1.0,1.0,400.0,normal,True,Master Food Database,,
food_a30958af,green gram whole with baghar,Green gram whole with baghar,['Sabut moong dal with tadka'],,,,,Veg,150.0,42.28666666666667,63.43,3.23,6.8,2.48,3.02,0.15,181.69,normal,True,Master Food Database,,
food_a43d0e24,green onion,Green Onion,[],Vegetable,,,,Veg,150.0,2.0,3.0,0.2,0.7,0.0,0.2,0.2,0.0,normal,True,Master Food Database,,
food_fa90e921,green pea soup,Green pea soup,['Matar ka soup'],,,,,Veg,250.0,15.924000000000001,39.81,11.06,3.63,12.9,2.49,0.87,10958.11,normal,True,Master Food Database,,
food_94d59dfd,green peas,Green Peas,[],Legume,,,,Veg,150.0,41.333333333333336,62.0,4.1,11.1,0.2,4.4,4.2,2.0,normal,True,Master Food Database,,
food_2352bac7,green tomato pickle,Green tomato pickle,['Haray tamatar ka achaar'],,,,,Veg,30.0,644.1999999999999,193.26,1.23,2.87,19.67,1.74,0.77,159.18,normal,True,Master Food Database,,
food_cc163b82,greenpea cookies,Greenpea cookies,[],,,,,Veg,150.0,106.28,159.42,6.53,23.07,4.24,5.32,14.45,229.9,normal,True,Master Food Database,,
food_85d3130c,gremolata,Gremolata,[],Condiment,,,,Veg,30.0,50.0,15.0,0.5,1.0,1.0,0.5,0.5,5.0,normal,True,Master Food Database,,
food_c854febf,grilled cheese sandwich,Grilled Cheese Sandwich,[],Meal/Processed,,,,Veg,100.0,390.0,390.0,15.0,32.0,22.0,3.0,4.0,800.0,normal,True,Master Food Database,,
food_056aae13,grilled chicken salad,Grilled Chicken Salad,[],Meal/Protein,,,,Non-Veg,150.0,233.33333333333334,350.0,30.0,10.0,20.0,5.0,4.0,400.0,normal,True,Master Food Database,,
food_32ba8328,grits,Grits,[],Grain,,,,Veg,150.0,100.0,150.0,3.0,32.0,1.0,2.0,0.5,320.0,normal,True,Master Food Database,,
food_d936c668,ground beef,Ground Beef,[],Protein/Meat,,,,Non-Veg,150.0,93.33333333333333,140.0,11.0,0.0,10.0,0.0,0.0,40.0,normal,True,Master Food Database,,
food_b8dad831,ground lamb,Ground Lamb,[],Protein/Meat,,,,Non-Veg,150.0,53.333333333333336,80.0,5.5,0.0,6.0,0.0,0.0,20.0,normal,True,Master Food Database,,
food_4964608f,guacamole,Guacamole,[],Vegetable/Condiment,,,,Veg,150.0,60.0,90.0,1.0,4.0,8.0,3.0,0.5,120.0,normal,True,Master Food Database,,
food_e9cba0d1,guanciale,Guanciale,[],Protein/Meat,,,,Veg,150.0,113.33333333333333,170.0,3.0,0.0,18.0,0.0,0.0,450.0,normal,True,Master Food Database,,
food_1ee8d61e,guava,Guava,[],Fruit,,,,Veg,150.0,45.33333333333333,68.0,2.6,14.3,0.9,5.4,8.9,3.0,normal,True,Master Food Database,,
food_73c5d66f,guava jelly,Guava jelly,['Amrood ki jelly'],,,,,Veg,150.0,77.16,115.74,1.11,28.18,0.25,6.61,27.38,3.36,normal,True,Master Food Database,,
food_8f7ca5b7,guava raita,Guava raita,['Amarood ka raita'],,,,,Veg,150.0,42.906666666666666,64.36,4.19,7.27,2.07,3.0,6.71,135.94,normal,True,Master Food Database,,
food_5787e53c,gud papdi,Gud Papdi,[],Sweet,,West India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_55452a9c,gudok,Gudok,[],Main Dish,,,Tripura,Non-Veg,200.0,140.0,280.0,17.0,30.0,12.0,6.0,0.0,0.0,normal,True,Master Food Database,,
food_a71a4b3f,gujarat dal,Gujarat Dal,[],Curry,,,Gujarat,Veg,200.0,115.0,230.0,8.0,18.0,12.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_fc484cdc,gujarati handvo,Gujarati handvo ,[],,,,,Veg,150.0,138.06,207.09,8.24,31.86,4.8,4.95,2.51,308.55,normal,True,Master Food Database,,
food_b99315d5,gujarati kadhi,Gujarati Kadhi,[],Curry,,,Gujarat,Veg,200.0,115.0,230.0,8.0,18.0,12.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_98e5defa,gulab jamun,Gulab Jamun,[],Sweet,,West India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_d1934491,gulab jamun with khoya,Gulab Jamun with khoya,[],,,,,Veg,150.0,390.70666666666665,586.06,2.03,26.09,53.23,0.07,24.12,15.09,normal,True,Master Food Database,,
food_993a1100,gulab jamun with milk powder,Gulab jamun with milk powder,[],,,,,Veg,250.0,188.45999999999998,471.15,0.85,28.24,40.15,0.05,27.04,67.28,normal,True,Master Food Database,,
food_5d9fd902,gum icing,Gum icing,[],,,,,Veg,150.0,148.7133333333333,223.07,5.94,53.19,0.0,0.0,52.63,29.32,normal,True,Master Food Database,,
food_a99b9718,gummy bears,Gummy Bears,[],Snack/Dessert,,,,Veg,75.0,133.33333333333331,100.0,2.0,22.0,0.0,0.0,15.0,10.0,normal,True,Master Food Database,,
food_262c9676,gun powder chutney,Gun powder chutney,[],,,,,Veg,50.0,624.68,312.34,21.55,47.65,2.67,13.95,1.16,195.67,normal,True,Master Food Database,,
food_01ca1de1,gundruk soup,Gundruk Soup,[],Soup,,,Sikkim,Veg,250.0,44.0,110.0,6.0,12.0,4.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_bff3bcc1,gunjia,Gunjia,[],,,,,Veg,150.0,444.8933333333334,667.34,2.98,5.68,70.28,1.13,2.05,77.9,normal,True,Master Food Database,,
food_bc9e659a,gur,Gur,[],Sweet,,West India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_c22d628b,gushtaba,Gushtaba,[],Meat,,,Jammu and Kashmir,Non-Veg,180.0,194.4,350.0,32.0,3.0,25.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_229579a2,gutti vankaya,Gutti Vankaya,[],Main Dish,,,Andhra Pradesh,Veg,200.0,140.0,280.0,9.0,30.0,12.0,6.0,0.0,0.0,normal,True,Master Food Database,,
food_a5d79ae8,gyapa khazi,Gyapa Khazi,[],Rice Dish,,,Arunachal Pradesh,Veg,250.0,120.0,300.0,8.0,48.0,8.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_6789bd58,gyro,Gyro,[],Meal/Meat,,,,Veg,150.0,400.0,600.0,25.0,55.0,30.0,5.0,6.0,1200.0,normal,True,Master Food Database,,
food_c1f00dd1,haak,Haak,[],Vegetable,,,Jammu and Kashmir,Veg,150.0,80.0,120.0,4.0,14.0,5.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_09e86761,haleem,Haleem,[],Main Dish,,,Telangana,Non-Veg,200.0,140.0,280.0,17.0,30.0,12.0,6.0,0.0,0.0,normal,True,Master Food Database,,
food_92296339,halibut,Halibut,[],Protein/Fish,,,,Veg,150.0,83.33333333333334,125.0,24.0,0.0,2.5,0.0,0.0,60.0,normal,True,Master Food Database,,
food_7a73876d,halvasan,Halvasan,[],Sweet,,West India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_9c968827,halwa,Halwa,[],Sweet,,South India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_5830ac19,ham,Ham,[],Protein/Meat,,,,Veg,150.0,73.33333333333333,110.0,16.0,2.0,4.0,0.0,1.5,950.0,normal,True,Master Food Database,,
food_8b57d15c,ham & cheese croissant,Ham & Cheese Croissant,[],Meal/Processed,,,,Veg,150.0,266.66666666666663,400.0,15.0,35.0,22.0,2.0,6.0,750.0,normal,True,Master Food Database,,
food_83e37170,ham and bean soup,Ham and Bean soup,[],,,,,Veg,250.0,38.416,96.04,10.61,4.18,4.15,0.54,1.43,378.14,normal,True,Master Food Database,,
food_af16a323,handi chicken,Handi chicken,[],,,,,Non-Veg,150.0,110.68,166.02,12.32,1.49,12.46,0.67,0.75,75.64,normal,True,Master Food Database,,
food_c9910958,hando guri,Hando Guri,[],Breakfast,,East India,,Veg,180.0,122.2,220.0,7.0,32.0,7.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_d5006b66,handvo,Handvo,[],Main Dish,,,Gujarat,Veg,200.0,140.0,280.0,9.0,30.0,12.0,6.0,0.0,0.0,normal,True,Master Food Database,,
food_e5179549,handwo,Handwo,[],Snack,,West India,,Veg,100.0,280.0,280.0,6.0,32.0,14.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_55dfb491,haq maas,Haq Maas,[],Fish,,East India,,Non-Veg,180.0,133.3,240.0,33.0,5.0,13.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_868f740d,hara dhania cholia,Hara Dhania Cholia,[],Main Dish,,,Haryana,Veg,200.0,140.0,280.0,9.0,30.0,12.0,6.0,0.0,0.0,normal,True,Master Food Database,,
food_26f8498c,hard-boiled egg,Hard-Boiled Egg,[],Protein,,,,Eggetarian,150.0,52.0,78.0,6.3,0.6,5.3,0.0,0.5,62.0,normal,True,Master Food Database,,
food_66dbd03b,hari mutter ka nimona,Hari Mutter Ka Nimona,[],Curry,,North India,,Veg,200.0,115.0,230.0,8.0,18.0,12.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_f7f4ee6d,hariyali fish tikka,Hariyali Fish Tikka,[],,,,,Non-Veg,150.0,100.16000000000001,150.24,14.01,2.21,9.41,0.99,0.83,100.45,normal,True,Master Food Database,,
food_3b5aa59c,haryanvi chicken curry,Haryanvi Chicken Curry,[],Chicken,,,Haryana,Non-Veg,180.0,166.7,300.0,33.0,5.0,18.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_c7d00561,haryanvi mutton curry,Haryanvi Mutton Curry,[],Meat,,,Haryana,Non-Veg,180.0,194.4,350.0,32.0,3.0,25.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_cd60973d,hash browns,Hash Browns,[],Vegetable,,,,Veg,150.0,220.00000000000003,330.0,3.0,38.0,19.0,3.0,1.0,550.0,normal,True,Master Food Database,,
food_cb77dd6a,hawain salad,Hawain salad,[],,,,,Veg,150.0,116.82,175.23,4.27,14.35,11.37,3.93,5.24,64.92,normal,True,Master Food Database,,
food_44908476,hazelnut cookies,Hazelnut cookies,[],,,,,Veg,150.0,328.88,493.32,6.25,39.44,34.97,2.45,22.01,81.06,normal,True,Master Food Database,,
food_f708823c,himachali chicken,Himachali Chicken,[],Chicken,,,Himachal Pradesh,Non-Veg,180.0,166.7,300.0,33.0,5.0,18.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_8225786f,hoisin sauce,Hoisin Sauce,[],Condiment,,,,Veg,30.0,116.66666666666667,35.0,0.3,8.0,0.2,0.1,5.0,220.0,normal,True,Master Food Database,,
food_cde35e09,hollandaise sauce,Hollandaise Sauce,[],Condiment,,,,Veg,30.0,275.0,82.5,0.75,0.35,9.0,0.0,0.2,150.0,normal,True,Master Food Database,,
food_2235e912,home made egg noodles,Home made egg noodles,[],,,,,Eggetarian,150.0,160.56,240.84,6.55,42.92,4.37,1.6,1.03,177.24,normal,True,Master Food Database,,
food_9d14cab8,home made plain noodles,Home made plain noodles,[],,,,,Veg,150.0,159.18666666666667,238.78,6.21,44.5,3.56,1.65,1.07,182.07,normal,True,Master Food Database,,
food_b33876ad,honey,Honey,[],Condiment,,,,Veg,30.0,141.66666666666669,42.5,0.05,11.55,0.0,0.0,17.2,1.0,normal,True,Master Food Database,,
food_26261688,honey banana cream,Honey banana cream,[],,,,,Veg,150.0,83.66,125.49,2.78,13.64,6.68,0.7,10.51,15.65,normal,True,Master Food Database,,
food_c2f58e6a,honey cake,Honey cake,[],,,,,Veg,150.0,222.39333333333332,333.59,3.08,49.04,14.7,0.51,33.43,72.55,normal,True,Master Food Database,,
food_0d673bd7,horchata,Horchata,[],Beverage,,,,Veg,250.0,56.00000000000001,140.0,2.0,25.0,3.0,1.0,22.0,30.0,normal,True,Master Food Database,,
food_55dcf268,horioh maas,Horioh Maas,[],Fish,,East India,,Non-Veg,180.0,133.3,240.0,33.0,5.0,13.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_42ff8f21,horsegram dal,Horsegram dal,['Kulthi dal'],,,,,Veg,200.0,27.825,55.65,2.91,8.21,1.13,1.52,0.72,63.63,normal,True,Master Food Database,,
food_c04bad9d,hot and sour soup,Hot and sour soup,[],,,,,Veg,250.0,12.604000000000001,31.51,3.12,1.78,1.31,0.6,0.66,163.26,normal,True,Master Food Database,,
food_f33b3b3b,hot cheese souffle,Hot cheese souffle,[],,,,,Veg,150.0,118.06666666666665,177.1,9.18,5.41,13.23,0.12,2.91,286.96,normal,True,Master Food Database,,
food_d21a2f7f,hot cherry sauce,Hot cherry sauce,[],,,,,Veg,150.0,168.49333333333334,252.74,0.13,67.95,0.07,0.0,17.65,105.81,normal,True,Master Food Database,,
food_e48b3e9b,hot chocolate,Hot chocolate,[],,,,,Veg,150.0,70.00333333333333,145.005,3.215,19.509999999999998,6.305,1.0,8.86,36.04,normal,True,Master Food Database,,
food_e06b01e3,hot chocolate souffle,Hot chocolate souffle,[],,,,,Veg,150.0,150.7266666666667,226.09,6.7,26.21,11.1,0.12,22.88,54.11,normal,True,Master Food Database,,
food_d3ce9495,hot cocoa,Hot cocoa,[],,,,,Veg,150.0,60.06666666666667,90.1,3.36,9.23,4.56,0.0,9.01,24.2,normal,True,Master Food Database,,
food_579a1bb9,hot fish souffle,Hot fish souffle,[],,,,,Non-Veg,150.0,95.27999999999999,142.92,11.23,3.69,9.24,0.1,1.68,110.94,normal,True,Master Food Database,,
food_a48b85e4,hot lemon souffle,Hot lemon souffle,[],,,,,Veg,150.0,103.49999999999999,155.25,5.29,16.31,7.93,0.14,12.07,47.75,normal,True,Master Food Database,,
food_181d3ee0,hot orange souffle,Hot orange souffle,[],,,,,Veg,150.0,119.98,179.97,6.87,18.77,8.95,0.29,14.93,58.8,normal,True,Master Food Database,,
food_602e92c6,hot potato souffle,Hot potato souffle,[],,,,,Veg,150.0,83.76,125.64,5.51,8.56,7.64,0.66,1.78,97.2,normal,True,Master Food Database,,
food_0d09c3f8,hot sauce,Hot Sauce,[],Condiment,,,,Veg,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,normal,True,Master Food Database,,
food_ef64bd6d,hot spinach souffle,Hot spinach souffle,[],,,,,Veg,150.0,69.5,104.25,5.43,4.19,7.24,0.99,1.64,104.69,normal,True,Master Food Database,,
food_257f7c6f,hot tea,Hot tea,['Garam Chai'],,,,,Veg,250.0,6.456,16.14,0.39,2.58,0.53,0.0,2.58,3.12,normal,True,Master Food Database,,
food_d5370ede,hot vanilla souffle,Hot vanilla souffle,[],,,,,Veg,150.0,128.62,192.93,6.87,21.77,9.07,0.13,18.17,59.59,normal,True,Master Food Database,,
food_92a2bbe7,hummus,Hummus,[],Legume,,,,Veg,150.0,60.0,90.0,3.0,6.0,6.0,2.6666666666666665,0.0,130.0,normal,True,Master Food Database,,
food_39adc300,hummus wrap,Hummus Wrap,[],Meal/Vegetarian,,,,Veg,150.0,300.0,450.0,15.0,60.0,18.0,12.0,5.0,800.0,normal,True,Master Food Database,,
food_028a4428,hurum,Hurum,[],Breakfast,,East India,,Veg,180.0,122.2,220.0,7.0,32.0,7.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_b60e6245,hyderabadi biryani,Hyderabadi Biryani,[],Rice Dish,,,Telangana,Non-Veg,250.0,120.0,300.0,16.0,48.0,8.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_a7143dff,hyderabadi chicken,Hyderabadi Chicken,[],Chicken,,,Telangana,Non-Veg,180.0,166.7,300.0,33.0,5.0,18.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_73ed79ac,hyderabadi khatti dal,Hyderabadi Khatti Dal,[],Curry,,,Telangana,Veg,200.0,115.0,230.0,8.0,18.0,12.0,5.0,0.0,0.0,normal,True,Master Food Database,,
food_158ea6cd,ice box cookies,Ice box cookies,[],,,,,Veg,150.0,249.49333333333334,374.24,5.7,56.09,14.44,1.28,26.69,449.14,normal,True,Master Food Database,,
food_44bd1053,ice cream,Ice Cream,[],Dairy/Dessert,,,,Veg,75.0,193.33333333333334,145.0,2.5,17.0,7.5,0.5,16.0,55.0,normal,True,Master Food Database,,
food_5f9272db,iced tea,Iced tea,[],,,,,Veg,250.0,49.37866666666667,123.44666666666667,0.01,31.566666666666666,0.0033333333333333335,0.0,2.7,0.23,normal,True,Master Food Database,,
food_e87b157e,idiyappam,Idiyappam,[],Breakfast,,,Kerala,Veg,180.0,122.2,220.0,7.0,32.0,7.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_5625b957,idli,Idli,[],Breakfast,,,Tamil Nadu,Veg,180.0,112.03111111111112,192.51333333333332,6.213333333333334,30.72666666666667,4.776666666666666,2.77,0.0,0.0,normal,True,Master Food Database,,
food_97f72632,ilish bhape,Ilish Bhape,[],Fish,,East India,,Non-Veg,180.0,133.3,240.0,33.0,5.0,13.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_582faf9e,imarti,Imarti,[],Sweet,,,Uttar Pradesh,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_8b2bd0e0,imarti with rabri,Imarti With Rabri,[],Sweet,,North India,,Veg,75.0,400.0,300.0,5.0,42.0,12.0,2.0,0.0,0.0,normal,True,Master Food Database,,
food_1a55c7db,indian lamb and egg curry,Indian lamb and egg curry,['Nargisi kofta'],,,,,Non-Veg,200.0,167.875,335.75,3.84,2.07,34.7,0.6,0.75,57.44,normal,True,Master Food Database,,
food_03fc448b,indian omelette,Indian Omelette,[],Egg,,South India,,Non-Veg,100.0,160.0,160.0,20.0,3.0,10.0,1.0,0.0,0.0,normal,True,Master Food Database,,
food_493a3c56,indian style egg bhujia,Indian style egg bhujia,['Anda bhujia (Indian style'],,,,,Eggetarian,150.0,68.55333333333333,102.83,6.1,3.76,7.02,1.53,1.95,218.05,normal,True,Master Food Database,,
food_bb2f7881,indori kachori,Indori Kachori,[],Snack,,,Madhya Pradesh,Veg,100.0,280.0,280.0,6.0,32.0,14.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_2bfbe9f6,indori poha,Indori Poha,[],Breakfast,,,Madhya Pradesh,Veg,180.0,122.2,220.0,7.0,32.0,7.0,3.0,0.0,0.0,normal,True,Master Food Database,,
food_8f8ff1d9,indori samosa,Indori Samosa,[],Snack,,,Madhya Pradesh,Veg,100.0,280.0,280.0,6.0,32.0,14.0,3.0,0.0,0.0,normal,True,Master Food Database,,
